Fire Year,District,Unit,Fire Number,Fire Name,Legal,Latitude,Longitude,Fuel Model,County,Report Date,General Cause,ODF_Acres,Total_Acres
2021,58 - North Cascade,Molalla,66,Wave Pile,T4S R2E S22 NWNE,"45°  21'  5.25""","-122°  54'  7.03""",I,Clackamas,6/28/21 9:23,Debris Burning,0.5,0.5
2021,58 - North Cascade,Molalla,68,Hillock Stump,T5S R4E S10 NESW,"45°  8'  48.3""","-122°  18'  25.7""",A,Clackamas,9/29/21 16:52,Under Invest,0.1,0.1
2019,51 - Tillamook,Tillamook,1,NB Cronin Point,T3N R10W S32 NENE,"45°  42'  32.29""","-123°  55'  53.4""",R,Tillamook,7/4/19 11:53,Miscellaneous,0.1,0.1
2019,51 - Tillamook,Tillamook,2,CAMP MERIWETHER,T3S R10W S18 SWNW,"45°  18'  52""","-123°  57'  43.8""",H,Tillamook,7/7/19 19:30,Recreationist,0.6,0.6
2019,51 - Tillamook,Tillamook,4,SKYLINE CUB CADET FIRE,T1S R9W S35 SWNW,"45°  26'  37.2""","-123°  45'  36.9""",L,Tillamook,7/25/19 16:37,Equipment Use,0.01,0.01
2019,51 - Tillamook,Tillamook,23,BURBANK FIRE,T2S R9W S15 NWNW,"45°  24'  8.29""","-123°  46'  46.35""",J,Tillamook,5/9/19 11:35,Debris Burning,0.25,0.25
2019,51 - Tillamook,Tillamook,24,HWY 53 MP 12,T3N R9W S6 SWNE,"45°  46'  38""","-123°  49'  45""",J,Tillamook,6/1/19 17:18,Debris Burning,1,1
2019,51 - Tillamook,Tillamook,25,ODINS BLADE,T2N R7W S29 SESW,"45°  36'  46.79""","-123°  34'  11.3""",J,Tillamook,6/13/19 10:00,Equipment Use,0.01,0.01
2019,51 - Tillamook,Tillamook,26,Braxling Pit Slash Fire,T1S R10W S21 SESW,"45°  27'  52.9""","-123°  55'  6.8""",J,Tillamook,6/16/19 14:15,Debris Burning,0.1,0.1
2019,52 - Astoria,Astoria,1,George Hill Fire,T8N R8W S27 SWNE,"46°  8'  57.13""","-123°  39'  26.36""",K,Clatsop,7/2/19 15:30,Debris Burning,0,0.01
2019,52 - Astoria,Astoria,3,Back Again,T7N R9W S3 SWSE,"46°  6'  42.32""","-123°  46'  53.41""",K,Clatsop,7/3/19 17:30,Debris Burning,0.01,0.01
2019,52 - Astoria,Astoria,5,Dozer Fire,T8N R7W S20 NWNW,"46°  10'  10.39""","-123°  35'  7.52""",K,Clatsop,7/4/19 17:30,Debris Burning,0,0.01
2019,52 - Astoria,Astoria,9,Rainy Day Fire,T8N R8W S22 SWNW,"46°  9'  48.05""","-123°  40'  6.09""",H,Clatsop,7/17/19 12:30,Debris Burning,0.01,0.01
2019,52 - Astoria,Astoria,14,One Job,T8N R7W S15 NESW,"46°  10'  36.21""","-123°  32'  28.74""",H,Clatsop,7/24/19 16:30,Debris Burning,0.01,0.01
2019,52 - Astoria,Astoria,30,Black Jetty,T9N R11W S25 SWSW,"46°  13'  54.12""","-123°  59'  53.8""",F,Clatsop,8/18/19 20:09,Recreationist,0.15,0.15
2019,52 - Astoria,Astoria,34,Kelly #3,T7N R8W S13 NENE,"46°  5'  34.3""","-123°  44'  24""",L,Clatsop,3/4/19 13:25,Debris Burning,0.2,0.2
2019,52 - Astoria,Astoria,35,Raichl,T7N R9W S2 SENE,"46°  7'  13.83""","-123°  45'  29.12""",A,Clatsop,3/18/19 13:00,Debris Burning,0.5,0.5
2019,52 - Astoria,Astoria,36,High Horse,T8N R8W S23 SESE,"46°  9'  24.89""","-123°  37'  57.83""",X,Clatsop,8/25/19 16:00,Debris Burning,0.01,0.01
2019,52 - Astoria,Astoria,37,Re-Kelly,T7N R9W S13 NWNW,"46°  5'  46""","-123°  45'  7.2""",A,Clatsop,3/20/19 14:16,Debris Burning,0.01,0.01
2019,52 - Astoria,Astoria,41,Walluski 2,T7N R9W S1 NWSE,"46°  6'  58.91""","-123°  44'  30.87""",J,Clatsop,5/9/19 11:45,Debris Burning,0.64,0.64
2019,52 - Astoria,Astoria,43,2nd Alarm,T8N R8W S13 NWSW,"46°  10'  25.74""","-123°  37'  37.45""",F,Clatsop,5/12/19 14:54,Miscellaneous,0.25,0.25
2019,52 - Astoria,Astoria,44,Archer,T8N R9W S33 NESE,"46°  8'  0.72""","-123°  47'  46.88""",H,Clatsop,5/18/19 9:15,Recreationist,0.01,0.01
2019,52 - Astoria,Astoria,45,Two Tone Fire,T8N R7W S21 NWNW,"46°  10'  8.79""","-123°  34'  4.59""",H,Clatsop,9/5/19 16:30,Smoking,0.01,0.01
2019,52 - Astoria,Astoria,47,Winnebago Fire,T8N R7W S23 NENE,"46°  10'  14.43""","-123°  30'  34.23""",H,Clatsop,9/6/19 10:45,Recreationist,0.01,0.01
2019,52 - Astoria,Astoria,50,Cliff Fire,T4N R10W S30 NWSW,"45°  48'  0.52""","-123°  58'  1.2""",F,Clatsop,6/19/19 10:29,Recreationist,0.2,0.2
2019,52 - Astoria,Astoria,52,Olney Cutoff,T7N R9W S13 SWNW,"46°  5'  26.49""","-123°  45'  5.29""",H,Clatsop,9/30/19 8:30,Debris Burning,1.4,1.4
2019,52 - Astoria,Astoria,54,Ft. Stevens,T8N R10W S17 NWNW,"46°  11'  2""","-123°  57'  28""",L,Clatsop,10/8/19 11:55,Equipment Use,0.01,0.01
2019,52 - Astoria,Astoria,55,Derpy,T7N R9W S2 NWSE,"46°  7'  0.63""","-123°  45'  44.49""",H,Clatsop,10/11/19 13:45,Debris Burning,0.25,0.25
2019,52 - Astoria,Astoria,56,Daisy Chain,T6N R6W S9 SESE,"46°  4'  15""","-123°  25'  26""",J,Clatsop,10/11/19 20:55,Debris Burning,2.21,2.21
2019,52 - Astoria,Astoria,63,Three Peat,T8N R10W S22 SWSE,"46°  9'  25.6""","-123°  54'  22.62""",X,Clatsop,11/26/19 5:30,Debris Burning,0,0.01
2019,52 - Astoria,Astoria,64,Hanger Fire,T5N R7W S26 NWNW,"45°  53'  28.43""","-123°  31'  16""",H,Clatsop,11/26/19 11:15,Recreationist,0.01,0.01
2019,53 - Forest Grove,Columbia City,1,Lindberg Road #1,T7N R2W S26 NENW,"46°  3'  52.06""","-122°  53'  40.4""",C,Columbia,7/8/19 10:05,Under Invest,0.01,0.01
2019,53 - Forest Grove,Forest Grove,5,Redmond Road Fire,T4S R5W S23 NESE,"45°  12'  25.81""","-123°  15'  32.11""",L,Yamhill,7/24/19 14:15,Equipment Use,3.13,3.13
2019,53 - Forest Grove,Forest Grove,7,Cherry Hill Road Fire,T5S R6W S22 SENE,"45°  4'  5.84""","-123°  22'  51.924""",A,Yamhill,7/26/19 16:10,Debris Burning,0.5,0.5
2019,53 - Forest Grove,Forest Grove,8,Pebble Creek Road Fire,T3N R4W S5 SENW,"45°  46'  34.8""","-123°  12'  30.2""",J,Washington,7/29/19 12:54,Smoking,0.1,0.1
2019,53 - Forest Grove,Forest Grove,9,HWY 6 MP 38 Fire,T2N R5W S15 SESW,"45°  39'  10.22""","-123°  17'  26.98""",A,Washington,8/1/19 11:15,Miscellaneous,0.25,0.25
2019,53 - Forest Grove,Columbia City,9,Timber Rd East #1,T4N R4W S7 NWSE,"45°  50'  31.9""","-123°  13'  20.1""",G,Columbia,7/20/19 16:02,Miscellaneous,0.18,0.18
2019,53 - Forest Grove,Forest Grove,10,Old RR Grade Fire,T3S R4W S6 NWSE,"45°  20'  10.2""","-123°  13'  27.72""",A,Yamhill,8/6/19 9:48,Equipment Use,5,5
2019,53 - Forest Grove,Forest Grove,11,Salmonberry Vehicle Fire,T1S R5W S35 NENW,"45°  26'  44.12""","-123°  16'  8.06""",F,Washington,8/6/19 15:15,Equipment Use,0.1,0.1
2019,53 - Forest Grove,Forest Grove,12,Powder House Loop Fire,T2N R5W S30 NESE,"45°  37'  40.46""","-123°  20'  37.08""",F,Washington,8/9/19 10:03,Lightning,0.1,0.1
2019,53 - Forest Grove,Columbia City,18,Hwy 30/Jack Falls Rd,T7N R2W S26 NENW,"46°  3'  55.4""","-122°  53'  50.3""",F,Columbia,8/9/19 14:11,Equipment Use,0.5,0.5
2019,53 - Forest Grove,Forest Grove,19,Williams Road Fire,T1S R6W S16 NENE,"45°  29'  23.31""","-123°  25'  36.23""",J,Washington,9/1/19 20:39,Recreationist,2.67,2.67
2019,53 - Forest Grove,Forest Grove,22,Voltaire Controlled Burn,T3N R6W S24,"45°  43'  23.22""","-123°  21'  52.24""",,Tillamook,10/10/19 14:00,Debris Burning,1,
2019,53 - Forest Grove,Columbia City,22,Amyette Dr.#1,T5N R2W S35 SENW,"45°  52'  34.8""","-122°  53'  58.7""",A,Columbia,8/15/19 13:35,Debris Burning,0.96,0.96
2019,53 - Forest Grove,Columbia City,35,Simmons Rd. #1,T6N R3W S10 NESE,"46°  0'  55.3""","-123°  2'  8.7""",G,Columbia,8/29/19 2:21,Lightning,0.02,0.02
2019,53 - Forest Grove,Columbia City,36,Mudge Loop #1,T6N R3W S33 NWNE,"45°  57'  13.4""","-123°  3'  28.6""",J,Columbia,8/29/19 5:30,Lightning,0.01,0.01
2019,53 - Forest Grove,Columbia City,37,Swedetown Rd. #1,T7N R3W S32 NWNW,"46°  2'  40.1""","-123°  5'  32.2""",H,Columbia,8/29/19 6:25,Lightning,0.02,0.02
2019,53 - Forest Grove,Columbia City,39,Shepard Rd. #1,T7N R3W S06 NWSW,"46°  7'  3.5""","-123°  5'  58.9""",G,Columbia,8/29/19 16:25,Lightning,0.01,0.01
2019,53 - Forest Grove,Columbia City,45,Dutch Canyon Rd. #1,T3N R2W S14 SWNW,"45°  44'  42.4""","-122°  54'  27.6""",F,Columbia,9/12/19 14:30,Debris Burning,0.1,0.1
2019,53 - Forest Grove,Columbia City,47,Dart Creek Road #1,T5N R2W S24 NESE,"45°  53'  58""","-122°  52'  0.1""",A,Columbia,9/25/19 14:50,Equipment Use,0.25,0.25
2019,53 - Forest Grove,Columbia City,53,Pittsburg Road #1,T5N R2W S30 NWNW,"45°  53'  44.76""","-122°  59'  23.69""",H,Columbia,3/18/19 15:18,Debris Burning,0.5,0.5
2019,53 - Forest Grove,Columbia City,55,Atkins Road #1,T7N R3W S09 NENW,"46°  6'  44.37""","-123°  4'  2.22""",L,Columbia,3/21/19 13:33,Debris Burning,1,1
2019,53 - Forest Grove,Columbia City,57,Alder Creek #1,T4N R2W S7 NENE,"45°  50'  0.99""","-122°  58'  0.283""",K,Columbia,6/5/19 14:34,Under Invest,0.12,0.12
2019,53 - Forest Grove,Columbia City,58,Pinkney Rd. #1,T5N R2W S09 SWSW,"45°  55'  31.39""","-122°  56'  53.03""",R,Columbia,6/19/19 19:56,Miscellaneous,0.01,0.01
2019,53 - Forest Grove,Columbia City,60,Whitney Rd. #1,T6N R3W S24 NWNE,"45°  59'  49.8""","-122°  59'  54.9""",I,Columbia,6/30/19 22:39,Miscellaneous,0.25,0.25
2019,53 - Forest Grove,Forest Grove,85,Dairy Creek Fire,T3N R3W S32,"45°  41'  52.7""","-123°  4'  28""",,Washington,3/18/19 17:58,Debris Burning,0.75,0.75
2019,53 - Forest Grove,Forest Grove,86,High Heaven Fire,T3S R5W S33 SESW,"45°  15'  40""","-123°  18'  38.6""",J,Yamhill,4/30/19 13:35,Debris Burning,24,24
2019,53 - Forest Grove,Forest Grove,88,West Slope Burn,T1S R4W S12 NESW,,,J,,5/2/19 14:05,Debris Burning,1,
2019,53 - Forest Grove,Forest Grove,89,Dixie Mountain Pile,T3N R2W S30 NENE,"45°  43'  6""","-122°  58'  28.1""",,Washington,5/9/19 9:17,Debris Burning,0.1,
2019,53 - Forest Grove,Forest Grove,91,nw3,T2N R4W S2,,,,Washington,6/4/19 15:11,Debris Burning,0.25,
2019,53 - Forest Grove,Forest Grove,92,Tanner Creek Rd Piles,T1S R4W S6,,,,Washington,6/5/19 8:56,Debris Burning,0.1,
2019,53 - Forest Grove,Forest Grove,95,Dixie Mountain Barn,T3N R2W S32 NENE,"45°  42'  20.89""","-122°  57'  0.24""",A,Washington,6/17/19 8:00,Miscellaneous,0.1,0.1
2019,55 - West Oregon,Philomath,1,Green Peak RD,T14S R6W S16 SWSE,"44°  20'  49.5""","-123°  25'  9.8""",H,Benton,7/5/19 6:02,Recreationist,0.2,0.2
2019,55 - West Oregon,Dallas,2,Kings Valley Pile,T8S R5W S8 SENW,"44°  53'  32.3""","-123°  19'  46.1""",J,Polk,7/27/19 16:35,Miscellaneous,0.02,0.02
2019,55 - West Oregon,Philomath,3,Hwy 20,T11S R6W S33 SESE,"44°  33'  51.14""","-123°  24'  59.81""",L,Benton,8/5/19 14:56,Equipment Use,0.02,0.02
2019,55 - West Oregon,Philomath,4,Dorset Ln,T12S R6W S10 NESW,"44°  32'  20.6""","-123°  24'  12.1""",X,Benton,8/5/19 15:21,Miscellaneous,0.17,0.17
2019,55 - West Oregon,Dallas,4,HWY 18 Complex,T6S R7W S7 SWSW,"45°  3'  31.62""","-123°  35'  49.38""",L,Polk,7/31/19 15:00,Equipment Use,0.36,0.36
2019,55 - West Oregon,Toledo,6,Salmon River,T6S R9W S12 SENE,"45°  4'  0.42""","-123°  43'  40.68""",L,Tillamook,7/29/19 14:15,Debris Burning,0.01,0.01
2019,55 - West Oregon,Dallas,7,Gooseneck,T6S R6W S33 NWNW,"45°  0'  39.8""","-123°  26'  3.29""",L,Polk,9/14/19 15:12,Debris Burning,1,1
2019,55 - West Oregon,Dallas,8,Fort Hill Pile,T5S R7W S33 SENW,"45°  5'  48.15""","-123°  33'  22.92""",J,Yamhill,9/30/19 8:00,Miscellaneous,0,0
2019,55 - West Oregon,Dallas,24,Cemetery Ridge,T5S R6W S6 SESE,"45°  9'  39.27""","-123°  28'  3.83""",J,Yamhill,3/20/19 20:00,Recreationist,1.67,1.67
2019,55 - West Oregon,Toledo,24,Crystal Creek,T10S R9W S29 SWSE,"44°  40'  2.28""","-123°  48'  38.27""",F,Lincoln,3/19/19 12:03,Equipment Use,9.67,9.67
2019,55 - West Oregon,Dallas,25,Mistletoe,T8S R5W S16 NESW,"44°  52'  27.18""","-123°  18'  19.23""",F,Polk,4/27/19 14:31,Debris Burning,2.3,2.3
2019,55 - West Oregon,Toledo,25,Harlan Rd,T11S R9W S32 NESW,"44°  34'  19.7""","-123°  48'  49.4""",R,Lincoln,5/1/19 15:00,Debris Burning,3.5,3.5
2019,55 - West Oregon,Dallas,26,Midway,T5S R8W S33 SENW,"45°  5'  45.89""","-123°  40'  54.16""",H,Yamhill,4/29/19 15:19,Debris Burning,0.25,0.25
2019,55 - West Oregon,Toledo,26,Baker,T10S R10W S1 NWNW,"44°  44'  6""","-123°  51'  43.2""",F,Lincoln,5/8/19 15:35,Debris Burning,0.25,0.25
2019,55 - West Oregon,Dallas,27,420,T9S R8W S8 SWNE,"44°  48'  16.96""","-123°  41'  17.16""",H,Polk,5/2/19 13:50,Miscellaneous,0.14,0.14
2019,55 - West Oregon,Toledo,27,Eddy Creek Fire,T11S R9W S4 SESE,"44°  38'  16.9""","-123°  46'  48.1""",F,Lincoln,5/13/19 21:45,Debris Burning,0.01,0.01
2019,55 - West Oregon,Dallas,29,Eads 2019,T5S R8W S18 SENE,"45°  8'  26.27""","-123°  42'  49.68""",H,Yamhill,6/20/19 9:00,Equipment Use,0.01,0.01
2019,55 - West Oregon,Toledo,29,Trojan,T7S R9W S14 SENE,"44°  57'  55.45""","-123°  45'  0.06""",I,Lincoln,6/4/19 15:57,Equipment Use,108,108
2019,55 - West Oregon,Toledo,30,North Beaver,T12S R11W S15 SESE,"44°  31'  21""","-124°  0'  5.4""",X,Lincoln,6/19/19 0:50,Miscellaneous,0.01,0.01
2019,58 - North Cascade,Santiam,1,Tree Haven Complex,T8S R1W S15 NENW,"44°  52'  53""","-122°  47'  49.4""",L,Marion,7/4/19 17:30,Miscellaneous,0.5,0.5
2019,58 - North Cascade,Molalla,2,Hult Pile,T4S R3E S33 SWSW,"45°  10'  30.3""","-122°  26'  45.7""",F,Clackamas,7/10/19 9:58,Debris Burning,0.01,0.01
2019,58 - North Cascade,Santiam,2,Gap Fire,T10S R1W S22 SWSW,"44°  40'  55""","-122°  48'  14.7""",L,Linn,7/8/19 9:43,Equipment Use,0.25,0.25
2019,58 - North Cascade,Santiam,3,Stockpile Fire,T9S R1E S13 NENW,"44°  47'  33.9""","-122°  37'  55.8""",L,Marion,7/12/19 18:18,Miscellaneous,0.15,0.15
2019,58 - North Cascade,Santiam,4,Quick Silver,T8S R1E S23 SWSW,"44°  51'  22""","-122°  39'  39.9""",L,Marion,7/16/19 17:19,Miscellaneous,1.5,1.5
2019,58 - North Cascade,Molalla,5,Buckner Creek Rd,T4S R2E S12 SWSW,"45°  13'  51.4""","-122°  30'  51.3""",A,Clackamas,7/12/19 17:00,Equipment Use,9.2,9.2
2019,58 - North Cascade,Santiam,5,Spen Spun fire,T9S R1E S6 SWNW,"44°  49'  7.2""","-122°  44'  19.8""",L,Marion,7/19/19 12:45,Miscellaneous,0.25,0.25
2019,58 - North Cascade,Molalla,6,Lake Fire,T7S R3E S8 SENW,"44°  58'  36""","-122°  28'  10""",J,Clackamas,7/15/19 16:15,Equipment Use,0.25,0.25
2019,58 - North Cascade,Santiam,6,Pacman Fire,T10S R6E S17 SENW,"44°  42'  31""","-122°  6'  20""",H,Marion,7/23/19 20:24,Miscellaneous,0.07,0.07
2019,58 - North Cascade,Santiam,7,Kingdom Grass Fire,T9S R1E S15 NWNW,"44°  47'  24.4""","-122°  40'  39.3""",L,Marion,7/31/19 14:30,Miscellaneous,0.5,0.5
2019,58 - North Cascade,Molalla,8,Blackberry Stump,T2S R4E S26 NESW,"45°  22'  1.33""","-122°  17'  4.79""",F,Clackamas,7/20/19 10:40,Debris Burning,0.1,0.1
2019,58 - North Cascade,Santiam,8,Tank Fire,T9S R2E S26 SESE,"44°  45'  16.8""","-122°  31'  18.7""",F,Linn,8/1/19 17:18,Equipment Use,0.15,0.15
2019,58 - North Cascade,Santiam,9,Fisherman Flame,T9S R2E S26 NESE,"44°  45'  17.7""","-122°  30'  7""",L,Marion,8/12/19 14:30,Miscellaneous,0.25,0.25
2019,58 - North Cascade,Molalla,10,224 Grass,T3S R4E S34 SWNE,"45°  16'  8.4""","-122°  18'  37.3""",L,Clackamas,7/23/19 16:20,Miscellaneous,0.01,0.01
2019,58 - North Cascade,Santiam,10,Heavy Metal,T9S R1E S13 NWNW,"44°  47'  32""","-122°  38'  23""",L,Marion,8/14/19 11:30,Equipment Use,0.1,0.1
2019,58 - North Cascade,Molalla,11,Arrah Wanna Pile,T2S R7E S32 SESW,"45°  20'  53""","-121°  58'  34.4""",H,Clackamas,7/28/19 10:30,Debris Burning,0.01,0.01
2019,58 - North Cascade,Santiam,11,Dog Days Fire,T9S R3E S30 NWSE,"44°  44'  35.8""","-122°  29'  5.1""",J,Linn,8/17/19 12:00,Debris Burning,0.03,0.03
2019,58 - North Cascade,Molalla,12,River Fire,T6S R3E S31 NWSE,"44°  59'  52.6""","-122°  28'  53.5""",X,Clackamas,7/31/19 11:15,Recreationist,0.01,0.01
2019,58 - North Cascade,Molalla,13,362 Fire,T1S R4E S35 NWNW,"45°  26'  36.7""","-122°  17'  8.5""",J,Clackamas,8/1/19 13:45,Debris Burning,0.1,0.1
2019,58 - North Cascade,Santiam,13,Davis Fire,T6S R1E S32 SENE,"45°  0'  24.4""","-122°  42'  13.9""",L,Marion,8/23/19 13:45,Miscellaneous,0.01,0.01
2019,58 - North Cascade,Molalla,15,Wagon Brush,T4S R2E S26 NWNW,"45°  11'  50.7""","-122°  34'  43.3""",F,Clackamas,8/4/19 11:35,Recreationist,0.12,0.12
2019,58 - North Cascade,Santiam,15,Sauers Creek,T10S R5E S23 SWNE,"44°  41'  34.3""","-122°  9'  42.7""",H,Linn,8/29/19 14:45,Lightning,0,0.5
2019,58 - North Cascade,Molalla,16,Promontory Park,T4S R5E S18 SWSE,"45°  13'  7.7""","-122°  14'  22.4""",H,Clackamas,8/4/19 14:07,Recreationist,0.01,0.01
2019,58 - North Cascade,Santiam,16,Richardson Burns,T10S R1W S24 SWSE,"44°  40'  45.1""","-122°  45'  11.2""",F,Linn,9/5/19 6:45,Equipment Use,0.25,0.25
2019,58 - North Cascade,Santiam,17,Richardson Burns 2,T10S R1W S23 NENE,"44°  41'  33.4""","-122°  46'  7.2""",L,Linn,9/5/19 6:42,Equipment Use,0.01,0.01
2019,58 - North Cascade,Molalla,18,Bluff Rd. Fire,T2S R4E S12 NESW,"45°  24'  31.5""","-122°  15'  54.5""",R,Clackamas,8/5/19 9:45,Recreationist,0.25,0.25
2019,58 - North Cascade,Santiam,19,Crooked Pile,T7S R2E S17 SENE,"44°  58'  0.1""","-122°  35'  1.3""",F,Marion,9/7/19 11:15,Debris Burning,0.1,0.1
2019,58 - North Cascade,Santiam,21,Dry Creek,T10S R6E S4 NESW,"44°  43'  58.4""","-122°  5'  7.8""",G,Marion,9/8/19 12:30,Lightning,0.26,0.26
2019,58 - North Cascade,Molalla,22,S. River Fire,T3S R4E S28 NESW,"45°  16'  9.1""","-122°  18'  40.3""",F,Clackamas,8/15/19 8:15,Miscellaneous,0.1,0.1
2019,58 - North Cascade,Santiam,22,Detroit Dam Fire,T10S R5E S18 NESW,"44°  42'  14""","-122°  14'  52""",,Linn,10/29/19 14:50,Debris Burning,50,
2019,58 - North Cascade,Molalla,26,Highland Chunk,T4S R3E S2 NESW,"45°  14'  52.8""","-122°  24'  21""",X,Clackamas,8/20/19 13:50,Debris Burning,0.01,0.01
2019,58 - North Cascade,Molalla,28,Oswalt Pile,T5S R3E S4 NWSW,"45°  9'  47.7""","-122°  27'  19.7""",X,Clackamas,8/26/19 16:30,Debris Burning,0.01,0.01
2019,58 - North Cascade,Molalla,29,Rosewood Pile,T5S R1W S35 SWSW,"45°  9'  18.9""","-122°  38'  37""",A,Clackamas,8/28/19 9:00,Debris Burning,0.01,0.01
2019,58 - North Cascade,Molalla,30,Sandy Stump,T2S R7E S30 NESW,"45°  22'  1.7""","-121°  59'  26.9""",I,Clackamas,8/29/19 12:45,Debris Burning,0.01,0.01
2019,58 - North Cascade,Molalla,32,Nursery Pile,T2S R4E S31 NESE,"45°  21'  7.9""","-122°  21'  25""",F,Clackamas,9/5/19 15:45,Debris Burning,0.1,0.1
2019,58 - North Cascade,Molalla,33,Hide and Seek Tree,T2S R6E S13 NWSW,"45°  23'  42.7""","-122°  1'  12.2""",G,Clackamas,9/8/19 10:15,Lightning,0.1,0.1
2019,58 - North Cascade,Santiam,71,Santiam Park,T9S R2E S22 NWSE,"44°  46'  13.2""","-122°  33'  27.6""",H,Marion,3/19/19 13:30,Debris Burning,184.42,184.42
2019,58 - North Cascade,Santiam,72,Lightning McQueen,T11S R1E S06 SENE,"44°  38'  30.35""","-122°  43'  31.87""",,Linn,3/28/19 17:00,Lightning,0.02,
2019,58 - North Cascade,Santiam,73,Pioneer Fire,T9S R2E S16 SESE,"44°  46'  55.5""","-122°  34'  23.4""",H,Marion,4/30/19 10:25,Equipment Use,0.25,0.25
2019,58 - North Cascade,Santiam,74,Big Cliff #1,T9S R4E S36 NWSW,"44°  44'  49.02""","-122°  16'  36""",X,Marion,5/2/19 8:12,Recreationist,0.01,0.01
2019,58 - North Cascade,Santiam,75,Crooked Ag,T7S R2E S21 NWSW,"44°  56'  39.9""","-122°  33'  39.1""",J,Marion,5/2/19 15:10,Debris Burning,0.1,0.1
2019,58 - North Cascade,Santiam,78,Hwy 22x25 Fire,T9S R2E S16 SWSW,"44°  46'  54.4""","-122°  34'  40""",F,Linn,5/9/19 13:33,Equipment Use,0.37,0.37
2019,58 - North Cascade,Santiam,80,Shepards Stump,T10S R3E S4 NESW,"44°  43'  49.5""","-122°  26'  53.1""",I,Linn,6/5/19 19:00,Recreationist,0.01,0.01
2019,58 - North Cascade,Santiam,81,Tom Rock,T10S R3E S7 SWSE,"44°  42'  38.9""","-122°  29'  7.7""",J,Linn,6/16/19 2:30,Equipment Use,1,1
2019,58 - North Cascade,Molalla,106,Short Fellows Fire,T5S R3E S6 SWSE,"45°  9'  37.65""","-122°  29'  5.68""",K,Clackamas,3/20/19 16:00,Debris Burning,1.5,1.5
2019,58 - North Cascade,Molalla,108,East Barlow Trail,T2S R7E S32 NENE,"45°  21'  27""","-121°  57'  50""",J,Clackamas,3/31/19 15:40,Debris Burning,2,2
2019,58 - North Cascade,Molalla,109,Schockley Rd,T4S R3E S11 NESE,"45°  14'  5.3""","-122°  23'  40.4""",F,Clackamas,5/1/19 13:11,Debris Burning,0.5,0.5
2019,58 - North Cascade,Molalla,110,Adams Cemetary Rd,T5S R2E S21 NESE,"45°  7'  6.18""","-122°  33'  36.18""",F,Clackamas,5/2/19 16:49,Debris Burning,0.05,0.05
2019,58 - North Cascade,Molalla,111,Limber Fire,T5S R3E S36 NWNE,"45°  5'  51.86""","-122°  22'  50.3""",J,Clackamas,4/30/19 4:00,Equipment Use,0.02,0.02
2019,58 - North Cascade,Molalla,113,4613 Pile,T4S R5E S1 SWSW,"45°  14'  49.7""","-122°  8'  38.9""",J,Clackamas,6/2/19 20:00,Recreationist,0.03,0.03
2019,58 - North Cascade,Molalla,114,Paha Tree,T5S R2E S28 SWSW,"45°  22'  11.2""","-122°  12'  10.9""",G,Clackamas,6/27/19 5:30,Lightning,0.02,0.02
2019,58 - North Cascade,Molalla,115,Blair Rd. Pile,T6S R1E S1 SWNE,"45°  4'  31.6""","-122°  37'  50.3""",J,Clackamas,6/27/19 15:50,Debris Burning,0.01,0.01
2019,71 - Southwest,Grants Pass,5,Interstate 5 MM51 SB,T36S R4W S19 SESE,"42°  25'  18""","-123°  13'  0""",R,Jackson,7/1/19 16:27,Equipment Use,1.3,1.3
2019,71 - Southwest,Medford,7,Avenue H 4123,T36S R1W S15 NWSW,"42°  26'  22.02""","-122°  48'  51.36""",A,Jackson,7/4/19 15:28,Recreationist,0.25,0.25
2019,71 - Southwest,Medford,11,Camp Baker rd 3132,T38S R1W S17 NWSW,"42°  15'  53.7""","-122°  51'  9.78""",A,Jackson,7/4/19 22:34,Miscellaneous,0.25,0.25
2019,71 - Southwest,Medford,12,Pine Ridge Dr 6951,T37S R1E S19 SWSW,"42°  19'  54.9""","-122°  45'  26.52""",A,Jackson,7/4/19 23:52,Equipment Use,0.1,0.1
2019,71 - Southwest,Medford,13,Tolo Rd,T36S R2W S32 SENW,"42°  23'  49.55""","-122°  57'  58.98""",A,Jackson,7/5/19 0:21,Miscellaneous,0.5,0.5
